x,y,z
2.80533,1.94712,3.06345
2.80533,1.94712,3.06345
2.80533,1.94712,3.06345
2.80533,1.94712,3.06345
2.88881,1.99662,3.06408
2.88881,1.99662,3.06408
2.88881,1.99662,3.06408
2.93951,2.02651,3.06445
2.93951,2.02651,3.06445
2.98496,2.05319,3.06477
2.98496,2.05319,3.06477
2.98496,2.05319,3.06477
2.98496,2.05319,3.06477
2.98496,2.05319,3.06477
3.03077,2.07998,3.06508
3.03077,2.07998,3.06508
3.03077,2.07998,3.06508
3.12348,2.13386,3.0657
3.12348,2.13386,3.0657
3.12348,2.13386,3.0657
3.17037,2.16096,3.06597
3.17037,2.16096,3.06597
3.21762,2.18815,3.06624
3.21762,2.18815,3.06624
3.21762,2.18815,3.06624
3.26523,2.21544,3.06651
3.26523,2.21544,3.06651
3.31922,2.24625,3.06678
3.31922,2.24625,3.06678
3.31922,2.24625,3.06678
3.37365,2.27718,3.06703
3.37365,2.27718,3.06703
3.37365,2.27718,3.06703
3.44077,2.31513,3.06729
3.44077,2.31513,3.06729
3.44077,2.31513,3.06729
3.49,2.34282,3.06745
3.49,2.34282,3.06745
3.53957,2.3706,3.06759
3.53957,2.3706,3.06759
3.53957,2.3706,3.06759
3.53957,2.3706,3.06759
3.53957,2.3706,3.06759
3.53957,2.3706,3.06759
3.64604,2.4299,3.06786
3.64604,2.4299,3.06786
3.70938,2.46493,3.06799
3.70938,2.46493,3.06799
3.70938,2.46493,3.06799
3.76042,2.49304,3.06807
3.76042,2.49304,3.06807
3.76042,2.49304,3.06807
3.81824,2.52475,3.06816
3.81824,2.52475,3.06816
3.86998,2.553,3.06823
3.86998,2.553,3.06823
3.86998,2.553,3.06823
3.93512,2.58842,3.0683
3.93512,2.58842,3.0683
3.93512,2.58842,3.0683
4.00076,2.62394,3.06833
4.00076,2.62394,3.06833
4.00076,2.62394,3.06833
4.05363,2.65242,3.06832
4.05363,2.65242,3.06832
4.10681,2.68095,3.0683
4.10681,2.68095,3.0683
4.10681,2.68095,3.0683
4.10681,2.68095,3.0683
4.1939,2.72744,3.06824
4.1939,2.72744,3.06824
4.1939,2.72744,3.06824
4.26144,2.76329,3.06817
4.26144,2.76329,3.06817
4.26144,2.76329,3.06817
4.32262,2.79563,3.06808
4.32262,2.79563,3.06808
4.32262,2.79563,3.06808
4.38418,2.82802,3.06797
4.38418,2.82802,3.06797
4.43922,2.85685,3.06788
4.43922,2.85685,3.06788
4.43922,2.85685,3.06788
4.43922,2.85685,3.06788
4.51538,2.89658,3.06775
4.51538,2.89658,3.06775
4.57111,2.92552,3.06764
4.57111,2.92552,3.06764
4.62713,2.9545,3.06752
4.62713,2.9545,3.06752
4.62713,2.9545,3.06752
4.68344,2.98351,3.06739
4.68344,2.98351,3.06739
4.68344,2.98351,3.06739
4.68344,2.98351,3.06739
4.68344,2.98351,3.06739
4.78979,3.03801,3.06715
4.78979,3.03801,3.06715
4.78979,3.03801,3.06715
4.85407,3.07078,3.06699
4.85407,3.07078,3.06699
4.91152,3.09993,3.06685
4.91152,3.09993,3.06685
4.91152,3.09993,3.06685
4.99095,3.14008,3.06666
4.99095,3.14008,3.06666
4.99095,3.14008,3.06666
5.04906,3.16931,3.06653
5.04906,3.16931,3.06653
5.04906,3.16931,3.06653
5.10745,3.19858,3.06639
5.10745,3.19858,3.06639
5.10745,3.19858,3.06639
5.18818,3.23887,3.06621
5.18818,3.23887,3.06621
5.24723,3.26821,3.06608
5.24723,3.26821,3.06608
5.30656,3.29759,3.06595
5.30656,3.29759,3.06595
5.30656,3.29759,3.06595
5.30656,3.29759,3.06595
5.30656,3.29759,3.06595
5.30656,3.29759,3.06595
5.41854,3.35274,3.06568
5.41854,3.35274,3.06568
5.41854,3.35274,3.06568
5.50881,3.39694,3.06546
5.50881,3.39694,3.06546
5.56933,3.42644,3.0653
5.56933,3.42644,3.0653
5.56933,3.42644,3.0653
5.65299,3.46704,3.06508
5.65299,3.46704,3.06508
5.65299,3.46704,3.06508
5.72181,3.5003,3.06488
5.72181,3.5003,3.06488
5.72181,3.5003,3.06488
5.72181,3.5003,3.06488
5.79866,3.53729,3.06464
5.79866,3.53729,3.06464
5.86818,3.57062,3.06443
5.86818,3.57062,3.06443
5.86818,3.57062,3.06443
5.93802,3.60397,3.0642
5.93802,3.60397,3.0642
6.00037,3.63364,3.064
6.00037,3.63364,3.064
6.00037,3.63364,3.064
6.00037,3.63364,3.064
6.00037,3.63364,3.064
6.11008,3.68561,3.06362
6.11008,3.68561,3.06362
6.11008,3.68561,3.06362
6.20472,3.73021,3.06327
6.20472,3.73021,3.06327
6.20472,3.73021,3.06327
6.20472,3.73021,3.06327
6.28401,3.76741,3.06296
6.28401,3.76741,3.06296
6.3477,3.79719,3.06271
6.3477,3.79719,3.06271
6.3477,3.79719,3.06271
6.41163,3.82698,3.06245
6.41163,3.82698,3.06245
6.41163,3.82698,3.06245
6.41163,3.82698,3.06245
6.49992,3.86797,3.06209
6.49992,3.86797,3.06209
6.57247,3.90154,3.06179
6.57247,3.90154,3.06179
6.57247,3.90154,3.06179
6.63721,3.93139,3.06152
6.63721,3.93139,3.06152
6.63721,3.93139,3.06152
6.63721,3.93139,3.06152
6.63721,3.93139,3.06152
6.7592,3.9874,3.06105
6.7592,3.9874,3.06105
6.7592,3.9874,3.06105
6.84918,4.02851,3.0607
6.84918,4.02851,3.0607
6.84918,4.02851,3.0607
6.91488,4.05843,3.06044
6.91488,4.05843,3.06044
6.91488,4.05843,3.06044
6.99733,4.09585,3.06013
6.99733,4.09585,3.06013
7.06355,4.12581,3.05989
7.06355,4.12581,3.05989
7.06355,4.12581,3.05989
7.06355,4.12581,3.05989
7.14664,4.16329,3.05957
7.14664,4.16329,3.05957
7.14664,4.16329,3.05957
7.25518,4.21204,3.05911
7.25518,4.21204,3.05911
7.25518,4.21204,3.05911
7.32227,4.24207,3.0588
7.32227,4.24207,3.0588
7.32227,4.24207,3.0588
7.32227,4.24207,3.0588
7.32227,4.24207,3.0588
7.40643,4.27962,3.05839
7.40643,4.27962,3.05839
7.40643,4.27962,3.05839
7.54177,4.33973,3.05769
7.54177,4.33973,3.05769
7.54177,4.33973,3.05769
7.54177,4.33973,3.05769
7.60976,4.3698,3.05731
7.60976,4.3698,3.05731
7.60976,4.3698,3.05731
7.60976,4.3698,3.05731
7.60976,4.3698,3.05731
7.60976,4.3698,3.05731
7.78921,4.44878,3.05621
7.78921,4.44878,3.05621
7.78921,4.44878,3.05621
7.78921,4.44878,3.05621
7.90102,4.49769,3.05547
7.90102,4.49769,3.05547
7.97874,4.53157,3.0549
7.97874,4.53157,3.0549
7.97874,4.53157,3.0549
8.04803,4.56168,3.05433
8.04803,4.56168,3.05433
8.04803,4.56168,3.05433
8.11752,4.5918,3.05368
8.11752,4.5918,3.05368
8.11752,4.5918,3.05368
8.11752,4.5918,3.05368
8.11752,4.5918,3.05368
8.2658,4.65576,3.05213
8.2658,4.65576,3.05213
8.33586,4.68585,3.05133
8.33586,4.68585,3.05133
8.33586,4.68585,3.05133
8.33586,4.68585,3.05133
8.45008,4.73472,3.04989
8.45008,4.73472,3.04989
8.45008,4.73472,3.04989
8.5206,4.76477,3.04892
8.5206,4.76477,3.04892
8.5206,4.76477,3.04892
8.6267,4.8098,3.04733
8.6267,4.8098,3.04733
8.6267,4.8098,3.04733
8.72428,4.85104,3.04573
8.72428,4.85104,3.04573
8.72428,4.85104,3.04573
8.79544,4.881,3.04447
8.79544,4.881,3.04447
8.79544,4.881,3.04447
8.79544,4.881,3.04447
8.79544,4.881,3.04447
8.86676,4.91093,3.04312
8.86676,4.91093,3.04312
8.86676,4.91093,3.04312
8.86676,4.91093,3.04312
9.0457,4.98559,3.03944
9.0457,4.98559,3.03944
9.0457,4.98559,3.03944
9.0457,4.98559,3.03944
9.11753,5.01538,3.03786
9.11753,5.01538,3.03786
9.19851,5.04885,3.03594
9.19851,5.04885,3.03594
9.19851,5.04885,3.03594
9.27063,5.07855,3.0341
9.27063,5.07855,3.0341
9.27063,5.07855,3.0341
9.27063,5.07855,3.0341
9.37002,5.11931,3.03134
9.37002,5.11931,3.03134
9.46965,5.15997,3.02837
9.46965,5.15997,3.02837
9.46965,5.15997,3.02837
9.54226,5.18947,3.02609
9.54226,5.18947,3.02609
9.54226,5.18947,3.02609
9.54226,5.18947,3.02609
9.54226,5.18947,3.02609
9.68783,5.24829,3.02112
9.68783,5.24829,3.02112
9.68783,5.24829,3.02112
9.78819,5.28857,3.01747
9.78819,5.28857,3.01747
9.78819,5.28857,3.01747
9.86131,5.31779,3.01472
9.86131,5.31779,3.01472
9.9437,5.35057,3.01144
9.9437,5.35057,3.01144
9.9437,5.35057,3.01144
10.017,5.37963,3.00836
10.017,5.37963,3.00836
10.0905,5.40861,3.00513
10.0905,5.40861,3.00513
10.0905,5.40861,3.00513
10.0905,5.40861,3.00513
10.2101,5.45553,2.99958
10.2101,5.45553,2.99958
10.2101,5.45553,2.99958
10.2838,5.48429,2.996
10.2838,5.48429,2.996
10.3575,5.51295,2.99228
10.3575,5.51295,2.99228
10.3575,5.51295,2.99228
10.3575,5.51295,2.99228
10.3575,5.51295,2.99228
10.4591,5.55222,2.98692
10.4591,5.55222,2.98692
10.5516,5.58774,2.98182
10.5516,5.58774,2.98182
10.5516,5.58774,2.98182
10.6256,5.61605,2.97761
10.6256,5.61605,2.97761
10.6256,5.61605,2.97761
10.709,5.64776,2.97268
10.709,5.64776,2.97268
10.709,5.64776,2.97268
10.7924,5.67933,2.96753
10.7924,5.67933,2.96753
10.8759,5.71075,2.96219
10.8759,5.71075,2.96219
10.8759,5.71075,2.96219
10.9501,5.73855,2.95729
10.9501,5.73855,2.95729
11.0337,5.76967,2.9516
11.0337,5.76967,2.9516
11.0337,5.76967,2.9516
11.108,5.79719,2.9464
11.108,5.79719,2.9464
11.108,5.79719,2.9464
11.108,5.79719,2.9464
11.1916,5.828,2.94039
11.1916,5.828,2.94039
11.1916,5.828,2.94039
11.1916,5.828,2.94039
11.3682,5.89244,2.92723
11.3682,5.89244,2.92723
11.3682,5.89244,2.92723
11.4519,5.92267,2.92084
11.4519,5.92267,2.92084
11.5263,5.94939,2.91502
11.5263,5.94939,2.91502
11.5263,5.94939,2.91502
11.6007,5.97595,2.90903
11.6007,5.97595,2.90903
11.6007,5.97595,2.90903
11.6844,6.00564,2.90213
11.6844,6.00564,2.90213
11.7587,6.03186,2.89588
11.7587,6.03186,2.89588
11.8331,6.05792,2.88953
11.8331,6.05792,2.88953
11.8331,6.05792,2.88953
11.9074,6.0838,2.88306
11.9074,6.0838,2.88306
11.9074,6.0838,2.88306
11.9074,6.0838,2.88306
11.9074,6.0838,2.88306
12.0003,6.1159,2.87485
12.0003,6.1159,2.87485
12.0003,6.1159,2.87485
12.0003,6.1159,2.87485
12.1859,6.17923,2.85815
12.1859,6.17923,2.85815
12.1859,6.17923,2.85815
12.26,6.20423,2.85139
12.26,6.20423,2.85139
12.3341,6.22903,2.8445
12.3341,6.22903,2.8445
12.3341,6.22903,2.8445
12.4175,6.2567,2.8366
12.4175,6.2567,2.8366
12.4175,6.2567,2.8366
12.4915,6.28108,2.82949
12.4915,6.28108,2.82949
12.4915,6.28108,2.82949
12.6116,6.32024,2.81784
12.6116,6.32024,2.81784
12.6116,6.32024,2.81784
12.6947,6.34703,2.8097
12.6947,6.34703,2.8097
12.6947,6.34703,2.8097
12.7961,6.37938,2.79967
12.7961,6.37938,2.79967
12.7961,6.37938,2.79967
12.7961,6.37938,2.79967
12.7961,6.37938,2.79967
12.7961,6.37938,2.79967
12.9526,6.42853,2.78399
12.9526,6.42853,2.78399
12.9526,6.42853,2.78399
13.0445,6.45695,2.77471
13.0445,6.45695,2.77471
13.118,6.47942,2.76726
13.118,6.47942,2.76726
13.118,6.47942,2.76726
13.1913,6.50165,2.75975
13.1913,6.50165,2.75975
13.1913,6.50165,2.75975
13.2646,6.52363,2.7522
13.2646,6.52363,2.7522
13.2646,6.52363,2.7522
13.3835,6.5588,2.73993
13.3835,6.5588,2.73993
13.3835,6.5588,2.73993
13.4657,6.58275,2.73146
13.4657,6.58275,2.73146
13.4657,6.58275,2.73146
13.5477,6.60636,2.72297
13.5477,6.60636,2.72297
13.5477,6.60636,2.72297
13.5477,6.60636,2.72297
13.5477,6.60636,2.72297
13.7115,6.65255,2.70588
13.7115,6.65255,2.70588
13.7115,6.65255,2.70588
13.7932,6.67513,2.69733
13.7932,6.67513,2.69733
13.8657,6.69489,2.68974
13.8657,6.69489,2.68974
13.8657,6.69489,2.68974
13.9382,6.71437,2.68214
13.9382,6.71437,2.68214
13.9382,6.71437,2.68214
14.0286,6.73831,2.6727
14.0286,6.73831,2.6727
14.0286,6.73831,2.6727
14.1098,6.75946,2.66427
14.1098,6.75946,2.66427
14.182,6.77794,2.65682
14.182,6.77794,2.65682
14.254,6.79611,2.64941
14.254,6.79611,2.64941
14.254,6.79611,2.64941
14.254,6.79611,2.64941
