x,y,z
14.254,6.79611,2.64941
14.254,6.79611,2.64941
14.3887,6.82936,2.63573
14.3887,6.82936,2.63573
14.3887,6.82936,2.63573
14.3887,6.82936,2.63573
14.3887,6.82936,2.63573
14.541,6.8657,2.62036
14.541,6.8657,2.62036
14.541,6.8657,2.62036
14.6304,6.88642,2.61137
14.6304,6.88642,2.61137
14.6304,6.88642,2.61137
14.7017,6.90265,2.60424
14.7017,6.90265,2.60424
14.7017,6.90265,2.60424
14.8085,6.92639,2.59362
14.8085,6.92639,2.59362
14.8085,6.92639,2.59362
14.8796,6.94182,2.58662
14.8796,6.94182,2.58662
14.9505,6.95693,2.57972
14.9505,6.95693,2.57972
14.9505,6.95693,2.57972
15.0213,6.97173,2.5729
15.0213,6.97173,2.5729
15.0213,6.97173,2.5729
15.1097,6.98977,2.5645
15.1097,6.98977,2.5645
15.1803,7.00384,2.55787
15.1803,7.00384,2.55787
15.1803,7.00384,2.55787
15.1803,7.00384,2.55787
15.1803,7.00384,2.55787
15.2858,7.02436,2.54801
15.2858,7.02436,2.54801
15.2858,7.02436,2.54801
15.2858,7.02436,2.54801
15.3999,7.04578,2.53744
15.3999,7.04578,2.53744
15.3999,7.04578,2.53744
15.4961,7.06327,2.52859
15.4961,7.06327,2.52859
15.4961,7.06327,2.52859
15.5921,7.08017,2.51991
15.5921,7.08017,2.51991
15.5921,7.08017,2.51991
15.6617,7.09209,2.51371
15.6617,7.09209,2.51371
15.6617,7.09209,2.51371
15.6617,7.09209,2.51371
15.7745,7.11083,2.50374
15.7745,7.11083,2.50374
15.7745,7.11083,2.50374
15.7745,7.11083,2.50374
15.7745,7.11083,2.50374
15.8956,7.13014,2.49314
15.8956,7.13014,2.49314
15.8956,7.13014,2.49314
15.9989,7.14598,2.48424
15.9989,7.14598,2.48424
16.0676,7.15618,2.47837
16.0676,7.15618,2.47837
16.0676,7.15618,2.47837
16.0676,7.15618,2.47837
16.0676,7.15618,2.47837
16.0676,7.15618,2.47837
16.1874,7.17337,2.46824
16.1874,7.17337,2.46824
16.1874,7.17337,2.46824
16.2812,7.18629,2.46043
16.2812,7.18629,2.46043
16.3491,7.19537,2.45484
16.3491,7.19537,2.45484
16.3491,7.19537,2.45484
16.4169,7.20419,2.44937
16.4169,7.20419,2.44937
16.4169,7.20419,2.44937
16.5097,7.21589,2.44207
16.5097,7.21589,2.44207
16.5097,7.21589,2.44207
16.5854,7.22512,2.43621
16.5854,7.22512,2.43621
16.6524,7.23306,2.4311
16.6524,7.23306,2.4311
16.6524,7.23306,2.4311
16.7192,7.24077,2.42609
16.7192,7.24077,2.42609
16.7192,7.24077,2.42609
16.7941,7.24916,2.42055
16.7941,7.24916,2.42055
16.7941,7.24916,2.42055
16.7941,7.24916,2.42055
16.7941,7.24916,2.42055
16.9348,7.26425,2.41029
16.9348,7.26425,2.41029
16.9348,7.26425,2.41029
17.0006,7.27101,2.40554
17.0006,7.27101,2.40554
17.0006,7.27101,2.40554
17.0744,7.27838,2.4003
17.0744,7.27838,2.4003
17.0744,7.27838,2.4003
17.1479,7.2855,2.39514
17.1479,7.2855,2.39514
17.221,7.29238,2.39011
17.221,7.29238,2.39011
17.221,7.29238,2.39011
17.2939,7.29903,2.38521
17.2939,7.29903,2.38521
17.3584,7.30476,2.38099
17.3584,7.30476,2.38099
17.3584,7.30476,2.38099
17.4226,7.31032,2.37684
17.4226,7.31032,2.37684
17.4226,7.31032,2.37684
17.4226,7.31032,2.37684
17.5344,7.31966,2.36976
17.5344,7.31966,2.36976
17.5344,7.31966,2.36976
17.5979,7.3248,2.36581
17.5979,7.3248,2.36581
17.5979,7.3248,2.36581
17.6691,7.33042,2.36144
17.6691,7.33042,2.36144
17.6691,7.33042,2.36144
17.7479,7.33646,2.35667
17.7479,7.33646,2.35667
17.7479,7.33646,2.35667
17.8184,7.34173,2.35248
17.8184,7.34173,2.35248
17.8184,7.34173,2.35248
17.8963,7.34742,2.34794
17.8963,7.34742,2.34794
17.9662,7.3524,2.34398
17.9662,7.3524,2.34398
17.9662,7.3524,2.34398
18.028,7.35671,2.34056
18.028,7.35671,2.34056
18.0895,7.36093,2.33721
18.0895,7.36093,2.33721
18.0895,7.36093,2.33721
18.0895,7.36093,2.33721
18.0895,7.36093,2.33721
18.189,7.36761,2.33188
18.189,7.36761,2.33188
18.189,7.36761,2.33188
18.2575,7.37211,2.32828
18.2575,7.37211,2.32828
18.3257,7.37652,2.32474
18.3257,7.37652,2.32474
18.3257,7.37652,2.32474
18.386,7.38036,2.32167
18.386,7.38036,2.32167
18.4461,7.38415,2.31868
18.4461,7.38415,2.31868
18.4461,7.38415,2.31868
18.5134,7.38834,2.31537
18.5134,7.38834,2.31537
18.5134,7.38834,2.31537
18.5134,7.38834,2.31537
18.5952,7.39337,2.31139
18.5952,7.39337,2.31139
18.6545,7.39697,2.30853
18.6545,7.39697,2.30853
18.6545,7.39697,2.30853
18.6545,7.39697,2.30853
18.6545,7.39697,2.30853
18.6545,7.39697,2.30853
18.7208,7.40097,2.30535
18.7208,7.40097,2.30535
18.7208,7.40097,2.30535
18.8743,7.41012,2.29803
18.8743,7.41012,2.29803
18.8743,7.41012,2.29803
18.8743,7.41012,2.29803
18.9468,7.4144,2.29459
18.9468,7.4144,2.29459
18.9468,7.4144,2.29459
18.9468,7.4144,2.29459
19.0621,7.42114,2.28914
19.0621,7.42114,2.28914
19.0621,7.42114,2.28914
19.0621,7.42114,2.28914
19.0621,7.42114,2.28914
19.0621,7.42114,2.28914
19.1907,7.42861,2.28297
19.1907,7.42861,2.28297
19.1907,7.42861,2.28297
19.2617,7.4327,2.27958
19.2617,7.4327,2.27958
19.2617,7.4327,2.27958
19.2617,7.4327,2.27958
19.2617,7.4327,2.27958
19.3323,7.43677,2.27623
19.3323,7.43677,2.27623
19.3323,7.43677,2.27623
19.3323,7.43677,2.27623
19.3323,7.43677,2.27623
19.4795,7.4452,2.26916
19.4795,7.4452,2.26916
19.4795,7.4452,2.26916
19.5698,7.45035,2.26484
19.5698,7.45035,2.26484
19.5698,7.45035,2.26484
19.6251,7.45349,2.26216
19.6251,7.45349,2.26216
19.6251,7.45349,2.26216
19.7008,7.45777,2.25847
19.7008,7.45777,2.25847
19.7008,7.45777,2.25847
19.7693,7.46163,2.25507
19.7693,7.46163,2.25507
19.7693,7.46163,2.25507
19.8238,7.4647,2.25233
19.8238,7.4647,2.25233
19.8238,7.4647,2.25233
19.8781,7.46773,2.24957
19.8781,7.46773,2.24957
19.8781,7.46773,2.24957
19.8781,7.46773,2.24957
19.8781,7.46773,2.24957
19.8781,7.46773,2.24957
20.0196,7.47557,2.24217
20.0196,7.47557,2.24217
20.0196,7.47557,2.24217
20.0798,7.47886,2.23893
20.0798,7.47886,2.23893
20.1331,7.48176,2.23599
20.1331,7.48176,2.23599
20.1331,7.48176,2.23599
20.1862,7.48461,2.23297
20.1862,7.48461,2.23297
20.1862,7.48461,2.23297
20.2457,7.48778,2.22949
20.2457,7.48778,2.22949
20.305,7.4909,2.22596
20.305,7.4909,2.22596
20.305,7.4909,2.22596
20.3575,7.49363,2.22278
20.3575,7.49363,2.22278
20.4098,7.4963,2.21955
20.4098,7.4963,2.21955
20.4098,7.4963,2.21955
20.4098,7.4963,2.21955
20.4098,7.4963,2.21955
20.4943,7.50055,2.21419
20.4943,7.50055,2.21419
20.5526,7.5034,2.21042
20.5526,7.5034,2.21042
20.5526,7.5034,2.21042
20.6042,7.50588,2.20702
20.6042,7.50588,2.20702
20.6684,7.50889,2.20269
20.6684,7.50889,2.20269
20.6684,7.50889,2.20269
20.726,7.51152,2.19871
20.726,7.51152,2.19871
20.726,7.51152,2.19871
20.726,7.51152,2.19871
20.7961,7.51462,2.19378
20.7961,7.51462,2.19378
20.8469,7.51679,2.19013
20.8469,7.51679,2.19013
20.8469,7.51679,2.19013
20.8976,7.51889,2.18642
20.8976,7.51889,2.18642
20.948,7.52091,2.18265
20.948,7.52091,2.18265
20.948,7.52091,2.18265
20.948,7.52091,2.18265
21.0172,7.52356,2.17738
21.0172,7.52356,2.17738
21.0172,7.52356,2.17738
21.0736,7.52562,2.17302
21.0736,7.52562,2.17302
21.0736,7.52562,2.17302
21.136,7.52778,2.16813
21.136,7.52778,2.16813
21.136,7.52778,2.16813
21.1921,7.52961,2.16365
21.1921,7.52961,2.16365
21.1921,7.52961,2.16365
21.2417,7.53114,2.15962
21.2417,7.53114,2.15962
21.2417,7.53114,2.15962
21.316,7.53327,2.15351
21.316,7.53327,2.15351
21.3654,7.53457,2.14942
21.3654,7.53457,2.14942
21.3654,7.53457,2.14942
21.4147,7.53577,2.14532
21.4147,7.53577,2.14532
21.4147,7.53577,2.14532
21.4147,7.53577,2.14532
21.4639,7.53688,2.14119
21.4639,7.53688,2.14119
21.4639,7.53688,2.14119
21.4639,7.53688,2.14119
21.5865,7.5392,2.1308
21.5865,7.5392,2.1308
21.5865,7.5392,2.1308
21.6415,7.54003,2.12612
21.6415,7.54003,2.12612
21.6903,7.54067,2.12195
21.6903,7.54067,2.12195
21.6903,7.54067,2.12195
21.7391,7.54119,2.11775
21.7391,7.54119,2.11775
21.7391,7.54119,2.11775
21.7878,7.54162,2.11356
21.7878,7.54162,2.11356
21.7878,7.54162,2.11356
21.8607,7.54205,2.1073
21.8607,7.54205,2.1073
21.8607,7.54205,2.1073
21.9093,7.5422,2.10315
21.9093,7.5422,2.10315
21.9579,7.54225,2.09903
21.9579,7.54225,2.09903
21.9579,7.54225,2.09903
21.9579,7.54225,2.09903
22.0367,7.54209,2.09236
22.0367,7.54209,2.09236
22.0367,7.54209,2.09236
22.0367,7.54209,2.09236
22.0367,7.54209,2.09236
22.1276,7.54155,2.08474
22.1276,7.54155,2.08474
22.1276,7.54155,2.08474
22.1881,7.54098,2.07968
22.1881,7.54098,2.07968
22.1881,7.54098,2.07968
22.2366,7.54041,2.07568
22.2366,7.54041,2.07568
22.2366,7.54041,2.07568
22.2911,7.53963,2.07124
22.2911,7.53963,2.07124
22.3456,7.53873,2.06685
22.3456,7.53873,2.06685
22.3456,7.53873,2.06685
22.3941,7.53781,2.06301
22.3941,7.53781,2.06301
22.4426,7.53679,2.05921
22.4426,7.53679,2.05921
22.4426,7.53679,2.05921
22.4426,7.53679,2.05921
22.4426,7.53679,2.05921
22.5094,7.53522,2.05406
22.5094,7.53522,2.05406
22.5094,7.53522,2.05406
22.5702,7.53362,2.04945
22.5702,7.53362,2.04945
22.5702,7.53362,2.04945
22.625,7.53206,2.04537
22.625,7.53206,2.04537
22.625,7.53206,2.04537
22.6981,7.52977,2.04004
22.6981,7.52977,2.04004
22.6981,7.52977,2.04004
22.6981,7.52977,2.04004
22.7775,7.52706,2.03444
22.7775,7.52706,2.03444
22.7775,7.52706,2.03444
22.8388,7.52481,2.03025
22.8388,7.52481,2.03025
22.8388,7.52481,2.03025
22.9063,7.52218,2.02577
22.9063,7.52218,2.02577
22.9063,7.52218,2.02577
22.9063,7.52218,2.02577
22.9063,7.52218,2.02577
22.9063,7.52218,2.02577
22.9679,7.51964,2.0218
22.9679,7.51964,2.0218
22.9679,7.51964,2.0218
22.9679,7.51964,2.0218
22.9679,7.51964,2.0218
23.104,7.5136,2.01346
23.104,7.5136,2.01346
23.104,7.5136,2.01346
23.104,7.5136,2.01346
23.2035,7.50885,2.0076
23.2035,7.50885,2.0076
23.2035,7.50885,2.0076
23.2535,7.50636,2.00477
23.2535,7.50636,2.00477
23.2535,7.50636,2.00477
23.3099,7.50349,2.00171
23.3099,7.50349,2.00171
23.3602,7.50086,1.99909
23.3602,7.50086,1.99909
23.4106,7.49817,1.99658
23.4106,7.49817,1.99658
23.4106,7.49817,1.99658
23.4106,7.49817,1.99658
23.4739,7.49472,1.99356
23.4739,7.49472,1.99356
23.4739,7.49472,1.99356
23.4739,7.49472,1.99356
23.4739,7.49472,1.99356
23.5885,7.48831,1.98844
23.5885,7.48831,1.98844
23.5885,7.48831,1.98844
23.6397,7.48539,1.98624
23.6397,7.48539,1.98624
23.6976,7.48205,1.98388
23.6976,7.48205,1.98388
23.6976,7.48205,1.98388
23.7492,7.47903,1.98188
23.7492,7.47903,1.98188
23.7492,7.47903,1.98188
23.8075,7.4756,1.97974
23.8075,7.4756,1.97974
23.8595,7.47252,1.97793
23.8595,7.47252,1.97793
23.8595,7.47252,1.97793
23.9118,7.46941,1.9762
23.9118,7.46941,1.9762
23.9642,7.46628,1.97456
23.9642,7.46628,1.97456
23.9642,7.46628,1.97456
23.9642,7.46628,1.97456
23.9642,7.46628,1.97456
24.0565,7.46076,1.97187
24.0565,7.46076,1.97187
24.0565,7.46076,1.97187
24.0565,7.46076,1.97187
24.1427,7.45562,1.96952
24.1427,7.45562,1.96952
24.1427,7.45562,1.96952
24.2161,7.45125,1.96761
24.2161,7.45125,1.96761
24.2697,7.44808,1.9663
24.2697,7.44808,1.9663
24.2697,7.44808,1.9663
24.2697,7.44808,1.9663
24.3369,7.44412,1.96478
24.3369,7.44412,1.96478
24.3369,7.44412,1.96478
24.4046,7.44019,1.96338
24.4046,7.44019,1.96338
24.4589,7.43706,1.96231
24.4589,7.43706,1.96231
24.4589,7.43706,1.96231
24.5134,7.43395,1.9613
24.5134,7.43395,1.9613
24.5134,7.43395,1.9613
24.5134,7.43395,1.9613
24.6024,7.42896,1.95977
24.6024,7.42896,1.95977
24.6644,7.42556,1.95876
24.6644,7.42556,1.95876
24.6644,7.42556,1.95876
24.7197,7.42258,1.95789
24.7197,7.42258,1.95789
24.7751,7.41964,1.95706
24.7751,7.41964,1.95706
24.7751,7.41964,1.95706
24.8378,7.4164,1.95615
24.8378,7.4164,1.95615
24.8378,7.4164,1.95615
24.8936,7.41358,1.95538
24.8936,7.41358,1.95538
24.9567,7.41047,1.95453
24.9567,7.41047,1.95453
24.9567,7.41047,1.95453
25.013,7.40778,1.95379
25.013,7.40778,1.95379
25.0695,7.40516,1.95306
25.0695,7.40516,1.95306
25.0695,7.40516,1.95306
25.0695,7.40516,1.95306
25.1403,7.40198,1.95217
25.1403,7.40198,1.95217
25.1403,7.40198,1.95217
25.2185,7.39864,1.9512
25.2185,7.39864,1.9512
25.2185,7.39864,1.9512
25.2756,7.39631,1.95051
25.2756,7.39631,1.95051
25.3401,7.39379,1.94974
25.3401,7.39379,1.94974
25.3401,7.39379,1.94974
25.3975,7.39166,1.94908
25.3975,7.39166,1.94908
25.3975,7.39166,1.94908
25.4696,7.38913,1.94828
25.4696,7.38913,1.94828
25.5274,7.38723,1.94766
25.5274,7.38723,1.94766
25.5274,7.38723,1.94766
25.5854,7.38543,1.94706
25.5854,7.38543,1.94706
25.6436,7.38376,1.94648
25.6436,7.38376,1.94648
25.6436,7.38376,1.94648
25.6436,7.38376,1.94648
25.6436,7.38376,1.94648
25.7312,7.38146,1.94565
25.7312,7.38146,1.94565
25.7312,7.38146,1.94565
25.8117,7.3796,1.94493
25.8117,7.3796,1.94493
25.8117,7.3796,1.94493
25.8999,7.37786,1.94419
25.8999,7.37786,1.94419
25.8999,7.37786,1.94419
25.9589,7.37685,1.94373
25.9589,7.37685,1.94373
25.9589,7.37685,1.94373
26.0328,7.3758,1.94323
26.0328,7.3758,1.94323
26.0328,7.3758,1.94323
26.1143,7.37488,1.94277
26.1143,7.37488,1.94277
26.1143,7.37488,1.94277
26.1738,7.37439,1.94249
26.1738,7.37439,1.94249
26.2333,7.37404,1.94227
26.2333,7.37404,1.94227
26.2333,7.37404,1.94227
26.2333,7.37404,1.94227
26.2333,7.37404,1.94227
26.3229,7.37379,1.94206
26.3229,7.37379,1.94206
26.3977,7.37384,1.94197
26.3977,7.37384,1.94197
26.3977,7.37384,1.94197
26.4577,7.37405,1.94196
26.4577,7.37405,1.94196
26.5252,7.37447,1.94205
26.5252,7.37447,1.94205
26.5252,7.37447,1.94205
26.5854,7.375,1.94221
26.5854,7.375,1.94221
26.5854,7.375,1.94221
26.6532,7.37578,1.94249
26.6532,7.37578,1.94249
26.6532,7.37578,1.94249
26.6532,7.37578,1.94249
26.7286,7.37688,1.94293
26.7286,7.37688,1.94293
26.8117,7.37837,1.94355
26.8117,7.37837,1.94355
26.8117,7.37837,1.94355
26.8117,7.37837,1.94355
26.8722,7.37963,1.94409
26.8722,7.37963,1.94409
26.8722,7.37963,1.94409
26.8722,7.37963,1.94409
27.0086,7.38302,1.94562
27.0086,7.38302,1.94562
27.0086,7.38302,1.94562
27.0769,7.385,1.94652
27.0769,7.385,1.94652
27.0769,7.385,1.94652
27.1452,7.38717,1.94758
27.1452,7.38717,1.94758
27.206,7.38926,1.94867
27.206,7.38926,1.94867
27.206,7.38926,1.94867
27.206,7.38926,1.94867
27.2896,7.39236,1.95038
27.2896,7.39236,1.95038
27.3505,7.3948,1.95178
27.3505,7.3948,1.95178
27.3505,7.3948,1.95178
27.4189,7.39771,1.95353
27.4189,7.39771,1.95353
27.4797,7.40044,1.95525
27.4797,7.40044,1.95525
27.4797,7.40044,1.95525
27.4797,7.40044,1.95525
27.4797,7.40044,1.95525
27.4797,7.40044,1.95525
27.6242,7.40751,1.95984
27.6242,7.40751,1.95984
27.6242,7.40751,1.95984
27.7002,7.41154,1.9625
27.7002,7.41154,1.9625
27.7002,7.41154,1.9625
27.7002,7.41154,1.9625
27.7002,7.41154,1.9625
27.7002,7.41154,1.9625
27.8217,7.41842,1.96737
27.8217,7.41842,1.96737
27.8217,7.41842,1.96737
27.8217,7.41842,1.96737
27.9506,7.42632,1.97315
27.9506,7.42632,1.97315
27.9506,7.42632,1.97315
28.0111,7.43024,1.97607
28.0111,7.43024,1.97607
28.0717,7.43429,1.97921
28.0717,7.43429,1.97921
28.0717,7.43429,1.97921
28.0717,7.43429,1.97921
28.0717,7.43429,1.97921
28.1472,7.43953,1.98349
28.1472,7.43953,1.98349
28.1472,7.43953,1.98349
28.2529,7.44721,1.99006
28.2529,7.44721,1.99006
28.3206,7.45235,1.99456
28.3206,7.45235,1.99456
28.3206,7.45235,1.99456
28.3206,7.45235,1.99456
28.3206,7.45235,1.99456
28.3206,7.45235,1.99456
28.4558,7.4631,2.00444
28.4558,7.4631,2.00444
28.4558,7.4631,2.00444
28.5232,7.4687,2.00972
28.5232,7.4687,2.00972
28.5904,7.47447,2.01522
28.5904,7.47447,2.01522
28.5904,7.47447,2.01522
28.65,7.47972,2.02041
28.65,7.47972,2.02041
28.7096,7.4851,2.02588
28.7096,7.4851,2.02588
28.7096,7.4851,2.02588
28.7096,7.4851,2.02588
28.7096,7.4851,2.02588
28.7986,7.49339,2.03458
28.7986,7.49339,2.03458
28.8652,7.4998,2.04148
28.8652,7.4998,2.04148
28.8652,7.4998,2.04148
28.9242,7.50562,2.04782
28.9242,7.50562,2.04782
28.9242,7.50562,2.04782
28.9904,7.51233,2.05532
28.9904,7.51233,2.05532
29.0492,7.51842,2.06229
29.0492,7.51842,2.06229
29.0492,7.51842,2.06229
29.1224,7.52621,2.07139
29.1224,7.52621,2.07139
29.1224,7.52621,2.07139
29.1224,7.52621,2.07139
29.2171,7.53664,2.08378
29.2171,7.53664,2.08378
29.2171,7.53664,2.08378
29.2753,7.54322,2.09169
29.2753,7.54322,2.09169
29.2753,7.54322,2.09169
29.2753,7.54322,2.09169
29.2753,7.54322,2.09169
29.3838,7.55591,2.1073
29.3838,7.55591,2.1073
29.4415,7.56287,2.11603
29.4415,7.56287,2.11603
29.4415,7.56287,2.11603
29.5061,7.57086,2.12613
29.5061,7.57086,2.12613
29.5061,7.57086,2.12613
29.5634,7.5781,2.1355
29.5634,7.5781,2.1355
29.5634,7.5781,2.1355
29.6348,7.58735,2.14767
29.6348,7.58735,2.14767
29.6348,7.58735,2.14767
29.7059,7.59681,2.1603
29.7059,7.59681,2.1603
29.7697,7.60551,2.17199
29.7697,7.60551,2.17199
29.7697,7.60551,2.17199
29.8263,7.6134,2.18269
29.8263,7.6134,2.18269
29.8826,7.62144,2.19371
29.8826,7.62144,2.19371
29.8826,7.62144,2.19371
29.8826,7.62144,2.19371
29.8826,7.62144,2.19371
29.9738,7.6348,2.21222
29.9738,7.6348,2.21222
30.0297,7.64322,2.2239
30.0297,7.64322,2.2239
30.0297,7.64322,2.2239
30.0924,7.65287,2.23732
30.0924,7.65287,2.23732
30.0924,7.65287,2.23732
30.1549,7.66272,2.25116
30.1549,7.66272,2.25116
30.2103,7.67164,2.26376
30.2103,7.67164,2.26376
30.2103,7.67164,2.26376
30.2103,7.67164,2.26376
30.2861,7.68416,2.2815
30.2861,7.68416,2.2815
30.3479,7.69463,2.29636
30.3479,7.69463,2.29636
30.3479,7.69463,2.29636
30.4027,7.70412,2.30979
30.4027,7.70412,2.30979
30.4573,7.71377,2.32347
30.4573,7.71377,2.32347
30.4573,7.71377,2.32347
30.4573,7.71377,2.32347
30.5457,7.72981,2.34613
30.5457,7.72981,2.34613
30.5457,7.72981,2.34613
30.6134,7.74245,2.36381
30.6134,7.74245,2.36381
30.6134,7.74245,2.36381
30.6674,7.75276,2.37811
30.6674,7.75276,2.37811
30.7212,7.76325,2.39258
30.7212,7.76325,2.39258
30.7212,7.76325,2.39258
30.7816,7.77526,2.4091
30.7816,7.77526,2.4091
30.7816,7.77526,2.4091
30.8418,7.78749,2.42579
30.8418,7.78749,2.42579
30.9018,7.79996,2.44266
30.9018,7.79996,2.44266
30.9018,7.79996,2.44266
30.9549,7.81124,2.45781
30.9549,7.81124,2.45781
31.0079,7.8227,2.47311
31.0079,7.8227,2.47311
31.0079,7.8227,2.47311
31.0079,7.8227,2.47311
31.0079,7.8227,2.47311
31.0937,7.84174,2.49818
31.0937,7.84174,2.49818
31.1529,7.85521,2.51561
31.1529,7.85521,2.51561
31.1529,7.85521,2.51561
31.2054,7.86739,2.53116
31.2054,7.86739,2.53116
31.2642,7.88132,2.54876
31.2642,7.88132,2.54876
31.2642,7.88132,2.54876
31.3228,7.8955,2.56648
31.3228,7.8955,2.56648
31.3228,7.8955,2.56648
31.3878,7.91155,2.58632
31.3878,7.91155,2.58632
31.3878,7.91155,2.58632
31.4526,7.92791,2.60625
31.4526,7.92791,2.60625
31.4526,7.92791,2.60625
31.5042,7.94123,2.62225
31.5042,7.94123,2.62225
31.5557,7.95475,2.63826
31.5557,7.95475,2.63826
31.5557,7.95475,2.63826
31.5557,7.95475,2.63826
31.6263,7.97368,2.66035
31.6263,7.97368,2.66035
31.6263,7.97368,2.66035
31.6903,7.99123,2.68046
31.6903,7.99123,2.68046
31.6903,7.99123,2.68046
31.7414,8.0055,2.69657
31.7414,8.0055,2.69657
31.7923,8.01999,2.71269
31.7923,8.01999,2.71269
31.7923,8.01999,2.71269
31.8432,8.03469,2.72884
31.8432,8.03469,2.72884
31.9002,8.05148,2.74707
31.9002,8.05148,2.74707
31.9002,8.05148,2.74707
31.9571,8.06855,2.7653
31.9571,8.06855,2.7653
32.0076,8.08396,2.78151
32.0076,8.08396,2.78151
32.0076,8.08396,2.78151
32.0579,8.09958,2.79771
32.0579,8.09958,2.79771
32.0579,8.09958,2.79771
32.0579,8.09958,2.79771
32.1396,8.12546,2.82398
32.1396,8.12546,2.82398
32.1396,8.12546,2.82398
32.1396,8.12546,2.82398
32.1396,8.12546,2.82398
32.2272,8.15399,2.85217
32.2272,8.15399,2.85217
32.2272,8.15399,2.85217
32.3021,8.179,2.87627
32.3021,8.179,2.87627
32.3021,8.179,2.87627
32.3519,8.19595,2.89226
32.3519,8.19595,2.89226
32.4079,8.2153,2.91017
32.4079,8.2153,2.91017
32.4079,8.2153,2.91017
32.4637,8.23495,2.92805
32.4637,8.23495,2.92805
32.5133,8.25266,2.94391
32.5133,8.25266,2.94391
32.5133,8.25266,2.94391
32.5628,8.2706,2.95971
32.5628,8.2706,2.95971
32.5628,8.2706,2.95971
32.5628,8.2706,2.95971
32.5628,8.2706,2.95971
32.6431,8.30027,2.98523
32.6431,8.30027,2.98523
32.6924,8.31885,3.00084
32.6924,8.31885,3.00084
32.7417,8.33766,3.01639
32.7417,8.33766,3.01639
32.7417,8.33766,3.01639
32.797,8.35912,3.03383
32.797,8.35912,3.03383
32.797,8.35912,3.03383
32.8585,8.38333,3.05309
32.8585,8.38333,3.05309
32.8585,8.38333,3.05309
32.8585,8.38333,3.05309
32.9383,8.41538,3.07788
32.9383,8.41538,3.07788
32.9383,8.41538,3.07788
32.9874,8.43543,3.09296
32.9874,8.43543,3.09296
32.9874,8.43543,3.09296
33.0486,8.46085,3.11172
33.0486,8.46085,3.11172
33.0486,8.46085,3.11172
33.0486,8.46085,3.11172
33.0486,8.46085,3.11172
33.1037,8.48407,3.12853
33.1037,8.48407,3.12853
33.1037,8.48407,3.12853
33.2078,8.5288,3.15996
33.2078,8.5288,3.15996
33.2078,8.5288,3.15996
33.2078,8.5288,3.15996
33.2078,8.5288,3.15996
33.2934,8.56651,3.18542
33.2934,8.56651,3.18542
33.2934,8.56651,3.18542
33.2934,8.56651,3.18542
33.3974,8.61337,3.21612
33.3974,8.61337,3.21612
33.3974,8.61337,3.21612
33.4524,8.63865,3.23216
33.4524,8.63865,3.23216
33.5014,8.6614,3.2462
33.5014,8.6614,3.2462
33.5014,8.6614,3.2462
33.5503,8.6844,3.2601
33.5503,8.6844,3.2601
33.5503,8.6844,3.2601
33.5503,8.6844,3.2601
33.5503,8.6844,3.2601
33.6115,8.71353,3.27724
33.6115,8.71353,3.27724
33.6115,8.71353,3.27724
33.6973,8.755,3.30078
33.6973,8.755,3.30078
33.6973,8.755,3.30078
33.7648,8.78817,3.31899
33.7648,8.78817,3.31899
33.7648,8.78817,3.31899
33.8139,8.8126,3.3321
33.8139,8.8126,3.3321
33.8692,8.84042,3.34667
33.8692,8.84042,3.34667
33.8692,8.84042,3.34667
33.9185,8.86544,3.35942
33.9185,8.86544,3.35942
33.9185,8.86544,3.35942
33.9739,8.8939,3.37347
33.9739,8.8939,3.37347
34.0233,8.9195,3.38575
34.0233,8.9195,3.38575
34.0727,8.94537,3.39785
34.0727,8.94537,3.39785
34.0727,8.94537,3.39785
34.0727,8.94537,3.39785
34.0727,8.94537,3.39785
34.1469,8.98469,3.41568
34.1469,8.98469,3.41568
34.1469,8.98469,3.41568
34.2214,9.02465,3.43314
34.2214,9.02465,3.43314
34.2214,9.02465,3.43314
34.2214,9.02465,3.43314
34.2898,9.06183,3.44888
34.2898,9.06183,3.44888
34.3397,9.08921,3.46008
34.3397,9.08921,3.46008
34.3397,9.08921,3.46008
34.3896,9.11685,3.47104
34.3896,9.11685,3.47104
34.3896,9.11685,3.47104
34.4522,9.15181,3.48448
34.4522,9.15181,3.48448
34.5024,9.18009,3.49502
34.5024,9.18009,3.49502
34.5527,9.20866,3.50533
34.5527,9.20866,3.50533
34.5527,9.20866,3.50533
34.5527,9.20866,3.50533
34.6031,9.2375,3.5154
34.6031,9.2375,3.5154
34.6031,9.2375,3.5154
34.6031,9.2375,3.5154
34.6031,9.2375,3.5154
34.7234,9.30715,3.53868
34.7234,9.30715,3.53868
34.7234,9.30715,3.53868
34.7934,9.34822,3.55185
34.7934,9.34822,3.55185
34.7934,9.34822,3.55185
34.8444,9.37843,3.56123
34.8444,9.37843,3.56123
34.8444,9.37843,3.56123
34.8956,9.40892,3.57035
34.8956,9.40892,3.57035
34.8956,9.40892,3.57035
34.8956,9.40892,3.57035
34.992,9.46685,3.58691
34.992,9.46685,3.58691
35.0436,9.49817,3.59552
35.0436,9.49817,3.59552
35.0436,9.49817,3.59552
35.0954,9.52976,3.6039
35.0954,9.52976,3.6039
35.0954,9.52976,3.6039
35.0954,9.52976,3.6039
35.0954,9.52976,3.6039
35.1864,9.58574,3.61797
35.1864,9.58574,3.61797
35.1864,9.58574,3.61797
35.1864,9.58574,3.61797
35.2846,9.6467,3.63251
35.2846,9.6467,3.63251
35.2846,9.6467,3.63251
